,document,summary
466,"The fires, which happen every year, are caused by slash-and-burn clearances on the islands of Sumatra and Borneo.
Paper and palm oil companies have been widely blamed for the practice.
Indonesia, which has repeatedly promised to stop the illegal fires, has sent hundreds of military personnel to try to put them out.
It has declared a state of emergency in Riau province, where the haze has been building for several weeks and pollution levels are hazardous to health.
In Malaysia, schools have been closed in the capital, Kuala Lumpur, and several other areas, while Singaporeans are being advised to avoid strenuous activity outdoors.","Smoke from huge forest fires in Indonesian has created a cloud of smog over the country, which has spread over neighbouring Malaysia and Singapore."
467,"Bournemouth's Ryan Fraser, fellow midfielder Tom Cairney of Fulham and West Brom winger Matt Phillips are also included.
It is a first call-up for Fraser and Cairney, with recalls for keeper Allan McGregor and striker Jordan Rhodes.
Scotland host Canada in a friendly on 22 March, then Slovenia in a World Cup qualifier on 26 March.
Celtic midfielder captain Scott Brown, who reversed his decision to retire from international football last year, is also included.
There is no place in the squad for the likes of Graeme Shinnie and Kenny McLean of Aberdeen, who had been strongly tipped to make the cut.
Armstrong, capped 20 times by the Under-21s, has scored 11 times for Celtic this season, eight times since the start of December.
Fraser, 23, has been in excellent form for Bournemouth in recent months and Cairney, 26, has impressed for Championship side Fulham.
And boss Strachan believes the trio will add ""freshness"" to the squad.
""Up until four or five months ago, they (Stuart and Tom) played wider and I always thought both would be better central,"" he said.
""Since then, they have moved to central positions and similar positions and done very well.
""I saw both players over the weekend. Stuart scored his goal yesterday, he had five shots, five on target.
""He is now using his assets. He has great fitness. He plays players he is up against out the game. He is getting goals, so he is leaving a footprint.
""Tom Cairney was the best man on the pitch at St James' Park (a 3-1 win for Fulham), but that was no surprise - he has been the best man on the pitch on many occasions - and Ryan is doing very well at Bournemouth.
""He is keeping out some good players, some high-value players at Bournemouth with his ability and work rate and he played very well at the weekend.""
Rhodes had been left out of recent squads after failing to command a starting place at Middlesbrough but is now playing regularly on loan with Sheffield Wednesday.
""Jordan's playing and he scored a couple of goals the other week there - one was a great cross from Barry Bannan,"" said Strachan.
""There's an opportunity for Jordan to be in the squad because, at the moment, if you look at our strikers, there's quite a few of them not really playing regularly, but Jordan's played the last five or six games and looked comfortable in his new surroundings.""
Goalkeepers: Gordon (Celtic), Marshall (Hull City), McGregor (Cardiff City, on loan from Hull City)
Defenders: Berra (Ipswich Town), Mulgrew (Blackburn Rovers), Hanley (Newcastle United), R Martin (Norwich City), Robertson (Hull City), Tierney (Celtic), Wallace (Rangers)
Midfielders: Anya (Derby County), Bannan (Sheffield Wednesday), Brown (Celtic), Armstrong (Celtic), Burke (Leipzig), D Fletcher (West Brom), Forrest (Celtic), Cairney (Fulham), Fraser (Bournemouth), McArthur (Crystal Palace), McGinn (Hibernian), Morrison (West Brom), Phillips (West Brom), Ritchie (Newcastle United), Snodgrass (West Ham United)
Forwards: S Fletcher (Sheffield Wednesday), Griffiths (Celtic), Naismith (Norwich City), C Martin (Fulham, on loan from Derby County), Rhodes (Sheffield Wednesday, on loan from Middlesbrough)",In-form Celtic midfielder Stuart Armstrong has been called up to the Scotland squad by Gordon Strachan.
468,"The lovelorn ballad only reached number 108, but it set the ""dirt poor"" Tennessee singer on the path to fame.
Since then, she's sold more than 100 million albums, topped the country chart 25 times, and won eight Grammy Awards - but she shows no signs of slowing down.
""Almost every day I come up with a few song titles or a sweet melody,"" says the 70-year-old, who claims to have written more than 3,000 songs in her career.
Her latest album, Pure & Simple, came out on Friday, featuring new songs with stripped-down arrangements that recall the early days of her career.
It has an overwhelmingly romantic theme, inspired by renewing her wedding vows earlier this year. And just like her chart career, her marriage to Carl Dean turned 50 this year.
""I thought, well, this would be a good year to write an album of love songs,"" she says. ""I've never done that before. I've usually had a story song or a gospel song, but this was all love stories.""
The BBC caught up with the star to discuss the new record, her legendary Glastonbury set, and why she admires Adele.
First of all, congratulations on celebrating your golden wedding anniversary!
Thank you so much. That's a long time to do anything, ain't it? Especially to be married.
What's the secret?
We've always been good buddies. We have a lot of fun and a lot of respect for one another. It was his first marriage and mine and we never thought we'd ever want to do that again. Why bother?
You renewed your vows earlier this year. What was that like?
That was sweet. There was no pressure at all. We had our own little ceremony in a little chapel on our property, then we went in our little RV down to Ringgold, Georgia, and spent the night where we had married 50 years before. We took some beautiful pictures and got all dressed up. It was fun really.
Did you wear your original wedding dress? Could you still fit into it?
Well, I could but I don't know where it is now! I only had a simple little white dress that my mother had made for me for that wedding, but I had always wanted a beautiful, long, beaded wedding gown, so I dressed completely to the nines. I made a right nice bride!
That sense of romance permeates your new album.
Oh yes! In fact a lot of the songs were written just because of that.
You've written so many love songs over the years - how do you find new ways to talk about it?
Love is always growing, and we grow as people as well, so you just automatically take on new twists and turns. And it's amazing. I've always been amazed by that myself, how people can just write, year in and year out, about love and it all is different. I could write one right now!
How often do you write?
I write something almost every single day unless I'm sick or on a movie set.
Is that ever an inconvenience? Do you ever find yourself going, ""I don't have time to write a song right now, I need to finish this casserole?""
Well, no! In fact, I write a lot when I cook. If my cooking's really good that day, my songs are really good.
In Head Over High Heels, you sing about ""painting my eyes like Adele."" What made you write about her?
Everyone loves Adele. With all my little nieces, it's all ""Adele this"" and ""Adele that!"" And I love how she does her make-up, and so I'm always saying to my little nieces, ""can you fix my eyes like Adele?""
When I started that song, I had not planned to write that line. I was just thinking, ""This needs to be about a girl dressing up sexy, so she's got to have some make-up, and she's got to paint her eyes"". And all of a sudden it's like, ""And my eyes like Adele!""
What do you think her reaction will be?
I think she'll have to be complimented, just like I'm always complimented when people write songs about me!
I just meant I wanted to look like Adele. I hope she thinks it's cute.
You both like to talk to your audience in between songs, but she swears a lot more than youâ€¦ I wondered what you made of that?
Oh, I don't pay any attention to that! Words are just an exchange, like money. I don't think the Lord holds that against us. I think that's just the way we communicate. And some people are just born cussers.
What's the worst thing you've ever said on stage?
Oh, I've never said anything real bad. I try to respect the audience.
The song I'm 16 is based on one of your sisters, is that right?
Yeah, she had a couple of bad relationships and she thought it wasn't meant for her to have true love. Then all of a sudden, in her 60s, she met someone and they fell in love, and it's just like they were born again. It's just the sweetest thing.
Another one of my sisters and I were laughing. We said, ""Look at her, she thinks she's 16!"" and all of a sudden I heard the song in my head.
Goes to show you're never old unless you choose to be.
What age do you think of yourself as?
I'm 16 in some ways. I'm still a hopeless romantic! But I'm 35 in my spirit and in my mind. When I was 35, it was a pinnacle, a great time in my life - success and happiness and all that. And so I just decided ""I'm gonna claim that number and always be that in my state of mind.""
What inspired Can't Be That Wrong?
That was an easy one to write. I think it's the ultimate cheating song.
I based it on someone very, very close to me, who was very much in love with the person at home, and their children, and they weren't looking for love, they just happened to fall for someone. They were so torn, because they loved both people. I saw the turmoil and the heartache, and how overwhelming and overpowering it was. And I just thought, ""That's a strong-ass love, right there"". You know, to be willing to go through all you have to, and put the other people through that. So I thought, ""wow, this would make a great song.""
The last time I saw you on stage in the UK was at Glastonbury - and you've put that concert on this album as a bonus disc. What are your memories of it?
That'll be one of my greatest memories, actually. That'll be a real highlight in my career.
I wasn't even certain about doing that show, because I didn't know if I was the type of artist that would fit in that type of a festival - because people are rowdy, they like to go dancing, and they like to drink and smoke and I thought, ""I wonder if they're even going to pay attention?""
And so, as soon as I went out and I saw the crowd and heard the roar, I thought, ""Ohhhh, my Lord, how did I miss this all these years?""
They call that part of the day the ""legends slot"". If you were booking next year's Glastonbury, who would you put in there?
I don't know. I hadn't even thought about it in those terms. Probably Adele.
But I'm not sure I'd do it again, because I don't know how I could ever top that.
Pure and Simple is out now on RCA Records.
Follow us on Twitter @BBCNewsEnts, on Instagram at bbcnewsents, or email entertainment.news@bbc.co.uk.","It is 50 years since Dolly Parton first entered the US charts, with a cover of The Tune Weavers' Happy, Happy Birthday Baby."
469,"The German side allowed the 44-year-old speak to the Swans, who are bottom of the Premier League.
Clement was interviewed by the club before Bob Bradley was appointed as their manager in October.
He is set to be Swansea's third manager of the season and it is likely he will be at Selhurst Park for their game against Crystal Palace on Tuesday.
The former Chelsea and Real Madrid assistant manager was in charge of Derby County for eight months before he was sacked by the club in February of 2016.
After Bradley was sacked following a spell of seven defeats in 11 games, Clement emerged as the frontrunner to be Swansea's next manager
Former Manchester United assistant Ryan Giggs, Wales boss Chris Coleman and former Birmingham City manager Gary Rowett were also linked with the job.
The Swans are four points adrift at the bottom of the table and have lost their last four games, including Saturday's 3-0 home defeat by Bournemouth.",Bayern Munich assistant Paul Clement has agreed a two-and-a-half year deal to become Swansea City's next manager.
470,"The number of children at significant risk of exploitation in the city has more than doubled, new figures show.
Trafficking cases across Wales also rose from 34 to 50 in the last year.
But experts say the figures are only the tip of the iceberg - with many cases not officially recorded.
A task force set up by Cardiff council heard from police and many of the 50 different bodies working on the issue.
""The evidence demonstrates that trafficking in Cardiff is increasing, for all types and for all reasons,"" says its report.
The number of children in the city regarded as being at ""significant risk"" of sexual exploitation has jumped from 12 to 28 between 2012/2013 and 2013/2104, according to the children's charity Barnardo's.
The council task force found:
The report also points to five court cases in the area in the last three years, including the case in January of a couple jailed for trafficking two Czech women to work as prostitutes.
There was another trafficking case which saw women moved around the UK including to two places in Cardiff.
Cardiff council has been regarded as leading the field in tackling trafficking but it is looking at what more it can do.
This includes raising awareness at spotting signs of trafficking and improving training for staff.
Another concern has been a two-year waiting list for those who have been exploited and need help for post-traumatic stress.
There are also concerns some victims have been offered unsuitable accommodation and qualified social workers have not been available when cases are first referred.
The Black African Women Step Out (Bawso) charity which helps victims of exploitation from ethnic communities, said trafficking has always existed but there is now more awareness from professionals in health and education.
Dr Mwenya Chimba, director of violence against women at Bawso, said: ""The problem is very big but the referrals don't reflect the extent of it.
""More recently it's not just the sex trade but forced labour and other forms of exploitation.""
Case study - Mary
Mary travelled to the UK from West Africa illegally when she was 14.
She believed she was travelling to a job looking after children in London which would allow her to go to school herself.
But when she arrived in London, after using counterfeit travel documents, she was taken to a house where there were five other girls of various nationalities being forced to work as prostitutes.
She spent a year at the house being made to work as a prostitute and her earnings were confiscated.
Police spotted her during a raid at the house and she was placed in foster care before being referred to the anti-trafficking team.
She was given help and refuge accommodation in Cardiff where it emerged she was pregnant.
She is waiting for a decision to be made on her claim for asylum.
Mary's name has been changed
Yvonne Rodgers, director of Barnardo's Cymru, said closer work between police, councils and the charity had led to more children identified as being at risk of trafficking, more referrals and more protection for victims.
""We need to continue this pattern and see the police authorities in Wales using their full range of law enforcement and disruption tactics to arrest and deter the abusers and protect children from this horrific abuse,"" she added.
A large number of cases in UK are from countries like Nigeria, Vietnam, China, Albania and Romania.
A council spokesperson said two of its committees had produced a ""comprehensive and useful report on this important issue, which takes many forms and which has a profound impact on both children and adults"".
It said it looked forward to seeing the recommendations implemented soon.","Human trafficking in Cardiff is increasing year-on-year, with women being exploited for sex and children forced to work, says a new report."
471,"Media playback is not supported on this device
Their relationship has been the subject of intense media scrutiny, with both insisting there is no rift.
They meet in Lyon on Wednesday, Wales' first semi-final at a major tournament.
""It's not about two players, it is about two nations in a semi-final, 11 men against 11 men,"" said Wales' Bale.
""Everybody knows that really.""
Bale became the world's most expensive footballer when he joined Real from Tottenham for £85m in 2013, surpassing the £80m the Spanish club paid Manchester United for Ronaldo in 2009.
The two players have formed a potent attacking three with French striker Karim Benzema, helping Real to win two Champions League titles in the past three seasons.
However, the relationship between Bale and Ronaldo has not always been harmonious.
The Portugal captain was pictured gesticulating angrily when Bale did not pass to him during a game in 2015, prompting speculation of discord between the pair.
Both have dismissed such talk, while former Real manager Carlo Ancelotti said in a recent BBC Wales documentary about Bale that the two players are ""really close"".
""Of course we get on very well at Madrid, we enjoy playing with each other,"" said Bale.
""He's a fantastic player, everybody knows what he can do. But we have always spoken about what we do, what we do ourselves as a team. We don't worry about the opposition.""
Wednesday's match in Lyon will be Ronaldo's third European Championship semi-final, and he was part of the Portugal side which lost the 2004 final to Greece.
Bale's three goals have helped Wales reach the last four of a major tournament for the first time, and he has reiterated his belief that Chris Coleman's men could be crowned champions.
""We all believed from the start. As we have said many times, we didn't come here to make up the numbers,"" he added.
""We came here to do a job, we came to do the business. Ultimately we want to win the tournament.
""We know we're a step closer again but, the thing we keep saying time and time again, we can't think past the semi-final now.
""We have to concentrate everything on the semi. If we can get the job done, then we can look forward to the final.""
With Wales making their first appearance at a major tournament since the 1958 World Cup, Bale is glad he no longer has to endure taunts from his Real team-mates.
""I remember [Germany midfielder] Toni Kroos saying we'd only have three games. So it would be nice to meet him in the final,"" he said.
""It was a good laugh and a joke - a bit of banter. I have had a lot of abuse over the years, when we used to lose and when we were 100th in the world. You have nine weeks' holiday instead of two.
""It is good to finally be in a major tournament actually doing great things with our national team. It is great to be part of and we have loved every moment of it and we will continue to do that.""
While Kroos may await in the final if Wales make it, Bale can look forward to facing Real centre-back Pepe - if fit - as well as Ronaldo in Wednesday's semi-final against Portugal.
The Wales forward has also brought his Real physiotherapist, Jaime Benito, with him to France to work alongside the international backroom staff.
""I had a few injuries this year and coming to a big tournament I haven't experienced it before so I wanted to make sure I was fully fit and if there was a problem I can get it fixed straight away,"" Bale added.
""It's been a massive help for me and even the medical staff here have probably needed it more because they didn't want to take any of the others out for so long and leave any of the other boys without treatment. It was a good decision all round and it's working well.""
________________________________________",Gareth Bale has played down the significance of his duel with Real Madrid team-mate Cristiano Ronaldo ahead of Wales' Euro 2016 semi-final against Portugal.
472,"Michael Waldman, 53, Ashford, Kent, suffered fatal injuries when his Kawasaki ZX-6R collided with a Seat Ibiza on the B2096 near Netherfield.
He was travelling towards Battle with three other motorcyclists at the time of the crash on Sunday.
The driver of the Seat, a 30-year-old woman from Sedlescombe, was not hurt in the incident.",A motorcyclist who was killed in a collision during a group ride in East Sussex has been named by police.
473,"An extensive search operation was launched for Mr Davidson, 73, from Dalkeith, when he was reported missing on 26 April.
His body was found by a member of the public in the River North Esk, near Dalkeith, three days later.
Police said there were no suspicious circumstances.
In a statement, his family said: ""We wish to thank the local community and police for their understanding and support at this very sad time.""
Sgt Stuart Aitchison, of Police Scotland, said: ""Our sympathies are with the family of Thomas Davidson and we wish to extend our gratitude to them for their assistance over the course of our search operation.""",Police have confirmed the body of a man recovered from a river in Midlothian is missing pensioner Thomas Davidson.
474,"New powers have been adopted by Gloucester City Council after complaints of people injecting drugs and aggressive begging.
Public Space Protection Orders (PSPO) will be imposed in the city centre, banning people from begging and causing a public nuisance.
Some beggars have claimed there is not enough support for them.
Cabinet member Jennie Dallimore said some of those causing problems were ""housed and in receipt of benefits"" which she said ""cannot be tolerated"".
The new powers were given to councils under the Anti-social Behaviour, Crime and Policing Act 2014. A PSPO was used to stop people taking legal highs around Taunton.
If people flout the new rules and refuse to engage with the council or drug charities, they could be fined or prosecuted.
Councillors at Wednesday's cabinet meeting also agreed an awareness campaign to raise better understanding of the support available for rough sleepers.
Martin, who begs on the streets, told the BBC: ""I want to get myself clean but there's no help.
""I need help now, not in a few months down the line. At the end of the day they should sit here, then they would understand.
""I'm not abusive, I'm polite, I'm only sat here, I'm not going out shoplifting or going and mugging people.""
But Ms Dallimore said support is available for those who want to tackle their addictions.
She said: ""We have been working with not only the police but also with a lot of our charitable sector partners including Turning Point who help people with substance misuse issues.
""It's welcome news this individual wants help, and the public needs to report individuals they're coming across to us.""",A crackdown on begging is being taken in Gloucester after reports of rising anti-social behaviour.
475,"David Leyonhjelm, a cat-loving former veterinarian and Liberal Democratic senator for New South Wales, has twice been elected to federal parliament, and is one of a disparate group of cross-benchers who hold the balance of power in an unpredictable upper house.
He is his libertarian party's sole representative in Canberra, and has been branded ""the nastiest, most sexist politician in Australia"" by Sydney Morning Herald columnist Peter FitzSimons.
FitzSimons, a former rugby union international, told his readers a story about an elderly female reader who had taken exception to the senator's relaxed view on Donald Trump's crass remarks about women.
She complained and received a brusque response saying she was ""not fit to use a computer"".
""Apparently a constituent wrote to me and made some fairly silly remarks.  I have a fairly low tolerance for idiots,"" Senator Leyonhjelm told the BBC from his offices in Sydney.
""It was fairly idiotic email, so I wrote back to her and called her a bimbo.  I had no idea [but] it turns out she is in her 70s or 80s or something like that and she complained to this sports writer.""
""He contacted my office and asked for a comment and one of my staff replied we had no comment for him about the particular matter butâ€¦ said 'well, usually he [the Senator] tells people like that to [profanity]-off, and he didn't in this case, so we're worried that he is mellowing.
""Apparently that enraged this guy.""
It sure did. A fired-up FitzSimons added that ""with such personal abuse, the Senator disgraces the office he holds"".
This is not the first time the Liberal Democratic MP has been castigated in the press. In August, the Herald labelled him a ""hate-speech apologist"" and ""a boorish, supercilious know-all with the empathy of a [concrete] besser block"".
At issue is the senator's push to repeal section 18C of Australia's Racial Discrimination Act, which outlaws behaviour that is likely to ""offend, insult, humiliate or intimidate"" someone because of their race or ethnicity. Here is where he channels memories of ""Chopper"" Read, who died in 2013 after serving 23 years in jail in Australia for kidnapping and malicious wounding.
""Our right to free speech is not a frivolous matter, but it is time for sooks and whingers to take a leaf from Chopper. It's not the government's job to protect us from hurt feelings,"" Senator Leyonhjelm said on his official website.
Feelings were certainly singed following a tweet soon after the death from cancer of the celebrated sports journalist Rebecca Wilson.
""Doubt there'll be many #WSW [Western Sydney Wanderers] fans at Rebecca Wilson's funeral #innocentlivesdamaged,"" he tweeted in reference to the late reporter's identification of fans allegedly on a banned list for poor behaviour, most of whom were followers of Western Sydney Wanderers.
""He takes bluntness to a higher level. He can be obscene at times but it is in Australia's more rough and tumble tradition,"" explained Dr Peter Chen, senior lecturer in the department of government and international relations at the University of Sydney.
""He originally was a member of the Labor Party. He joined the Liberal Party and he fell out with both sides of politics, most recently with his membership of the Liberal Party over the introduction of gun laws in Australia following the Port Arthur shooting about 20 years ago,"" Dr Chen added.
Senator Leyonhjelm is broadly in favour of immigration, supports same-sex marriage, lower taxes and assisted suicide, but it's restrictions on firearms that make his blood boil.
""I find that distressing because it is wrong and it is very unkind to me and 800,000 licensed shooters in the country, who are absolutely vilified, treated like we are criminals-in-waiting and whose sporting implements are constantly under threat,"" he explained.
His critics argue that his stance on guns ignores the opinions of most Australians, who back tough laws.
""He is using extreme tactics to push through his quite dangerous agenda,"" said fellow New South Wales Senator Lee Rhiannon, from the Greens, who is her party's gun control spokesperson. ""He has been provocative, blunt, extreme, at times rude.""
She concedes, however, that Senator Leyonhjelm and Pauline Hanson's right-wing anti-immigration One Nation Party are tapping into anti-establishment rage in Australia.
""We're seeing a real anger build up within the community with regard to machine politics, the political class, whatever name you want to call it, who are worried how their kids are going to buy a home and feeling left out of how society is working,"" Ms Rhiannon told the BBC.
""They think that globalisation has robbed them of a life that they think is fair.""
The Liberal Democrats say they have recruited hundreds of disaffected former supporters of the governing Liberal Party and hope to mount a show of force at the next year's state election in Western Australia.
That campaign promises to be anything but dull. Lampooned by TV comedians in June, Senator Leyonhjelm reacted in trademark fashion by swearing at the crew and telling them to leave.","He's labelled a fellow Australian MP a ""dumb heap of parrot droppings"", has put forward a law inspired by notorious criminal Mark ""Chopper"" Read and unleashed profanities to silence his critics on Twitter."
476,"Finnair, the national carrier, has cancelled 16 domestic flights and delays are expected.
Trains and city buses have stopped running, but ferries, including those to Sweden and Estonia, are operational.
Strikers are protesting against government cutbacks, including limits to benefits and overtime pay.
Talks on a collective agreement on wages and working hours collapsed, leading to the strike, Associated Press reported.
Last week, Finnish Prime Minister Juha Sipila announced plans aimed at reviving the eurozone member's economy after three years of recession.
The plans included cutting back holidays, reducing pensioners' housing allowances, and reductions in  employees' overtime and Sunday pay.
""The Finnish state has contracted debt at a rate of almost a million euros (£730,000) per hour for seven years, day and night, every day of the week.  We cannot continue like this,"" Mr Sipila said.
Police and organisers expect thousands of people to demonstrate in Helsinki, the AFP news agency reported.","A widespread anti-austerity strike in Finland has shut down ports and disrupted flights in the country, news agencies have reported."
477,"Bronze fired into the top corner from the edge of the penalty area as England battled against Norway.
Solveig Gulbrandsen's opener had given the Norwegians a lead, but Steph Houghton equalised with a header from a corner before Bronze's winner.
At the end of the match the substitutes ran on to the pitch to join their team-mates in celebrating the victory.
It is the first time England have won a knockout match at the Women's World Cup.
England now have the opportunity to better the quarter-final defeats suffered in each of their three previous World Cups.
They'll play Canada in Vancouver on Sunday.",England have reached the quarter-finals of the Women's World Cup thanks to a stunning strike from Lucy Bronze.
478,"Luke Durbin, 19, of Hollesley, failed to return home after a night out in Ipswich on 11 May 2006.
No-one has been charged in connection with the case and the reward is the first to be put up since the investigation began.
His mother, Nicki, said: ""My family and I desperately need answers.""
Luke had spent part of the Thursday evening in Zest nightclub on Princes Street and was last seen on CCTV cameras near the Cattle Market bus station in the early hours of the following morning.
The reward has been put up jointly by Nicki Durbin, Crimestoppers, Suffolk Police, the East Anglian Daily Times and Ipswich Star.
Ms Durbin said: ""It's more than nine years since I reported Luke as missing.
""We still believe somebody locally knows what happened to Luke and we're hopeful this reward can be the incentive that finally makes them come forward with the information that helps us find my son.""
Det Supt John Brocklebank said: ""We don't make decisions to offer rewards lightly because there are legal ramifications.
""We had enough lines of inquiry to pursue without offering a reward earlier and the timing is for operational reasons - we are now appealing for people who may have information who want or need the financial reward.""
Suffolk Police said they also wanted to establish who was driving a white or silver Volvo 440 on Orwell Place at 04:09 BST on Friday, 12 May, 2006.
CCTV cameras captured a picture of the vehicle, but its number plate was not visible.
Police said they had confirmed there was a Volvo 440 in the Ipswich area with a M206 LYE number plate at the time, but it was registered under a false name and address and they are keen to hear from anyone who recognises this number plate so they can confirm whether it was the car in the CCTV images.","A reward of £20,000 has been offered in the case of a 19-year-old man feared murdered after he disappeared in Suffolk nine years ago."
479,"Farooq Shah, 21, of Station Road, Forest Gate, east London, stabbed Mariana Popa to death in Ilford Lane, Redbridge, on 28 October.
Shah was ordered to serve a minimum of 28 years for the murder and received a concurrent six year sentence for robbery.
The Met Police said he had ""deprived a young daughter of her mother"".
Ms Popa, a Romanian national, had arrived in the UK only weeks before her murder, police said.
She had a six-year-old daughter and  was in the early stages of pregnancy at the time of her death, officers said.
On 28 October police patrolling the area said they spoke to her three times and issued her with a caution for soliciting.
CCTV footage showed Ms Popa walking along with Shah and his bicycle shortly before 00:00 BST, before he took a knife from his back pocket and stabbed her in the chest.
Shah made off on his bike, while Ms Popa ran to a nearby shop where she collapsed. She was taken to an east London hospital where she died shortly afterwards.
The post-mortem examination found the 24-year-old died from shock and haemorrhage and stab wounds to the chest.
About 400 hours of CCTV footage was reviewed during the investigation and officers were able to identify the bicycle used by Shah during the attack and track his movements to an area around St Francis Way.
During door-to-door enquiries on 6 November the bike was discovered in the area and Shah was arrested inside a flat by police.
A mobile phone was also found at the flat and officers discovered that less than an hour before the killing Shah robbed a partially sighted man in his 50s in Harold Road, Upton Park.
The victim was able to describe his robber's distinctive thick beard, police said.
Det Insp Darren Richards, from the Met Police, said: ""Shah has never given any reason or expressed any remorse for killing Mariana.
""Fortunately he was caught on camera and we were able to put together his movements and bring him before the courts.
""His callous murder has deprived a young daughter of her mother and a family of their loved one.
""I hope today's sentence brings some sense of justice for them.""",A man has been sentenced to life in prison for killing a sex worker in east London.
480,"The hackers - who are believed to be Russian - published emails belonging to a Usada staff member on Thursday.
""This is just another desperate attempt to distract from the real issue of state-sponsored doping,"" said Tygart.
In July, the McClaren report documented Russian doping in Olympic sports.
It outlined a state-backed scheme and led to more than 100 Russian athletes being banned from the Rio 2016 Games, while all Russians were banned from the subsequent Paralympic Games.
Since then the Fancy Bears, who describe themselves as a global hacking team, have released the medical records of some of the world's biggest sports stars, stolen from the World Anti-Doping Agency (Wada) database.
They claim they want to highlight doping and are fighting for clean sport.
Most records released belonged to athletes who had been given permission by anti-doping agencies to take otherwise banned substances to treat medical conditions.
The latest releases on Thursday were emails which detailed more athletes who have been given therapeutic use exemptions (TUEs), which allow banned substances to be taken for athletes' verified medical needs.
But Tygart said Fancy Bears were trying to ""smear the reputations of athletes and organisations from around the world who choose to operate with integrity and abide by the rules"".
""They are con artists,"" the Usada CEO told BBC Sport. ""We are confident that people will see this for what it is: a malicious and illegal invasion of athlete privacy followed by a baseless smear campaign.""
Russian officials have denied that the state has anything to do with Fancy Bears.
Usada also highlighted to BBC Sport errors in the latest release by the hackers.
In one example, Fancy Bears claim the organisation ""granted"" 583 TUEs in 2015 but the accompanying image of a table details that number of applications being ""received"" by Usada.
Usada's 2015 annual report says 402 TUE applications were granted.
Usada is confident the hackers have not breached their security and is working with law enforcement at the highest level in the US to protect athletes it feels have become victims.
The leaks have been criticised by anti-doping officials and sports bodies, who say the TUE system is an accepted part of sport which is strictly governed.
However, critics have said the leaks raise important questions about the widespread use of TUEs and whether they should be allowed in sport.","US Anti-Doping Agency head Travis Tygart has called cyber-espionage team Fancy Bears ""con artists"" after they released documents allegedly showing ""cover ups"" by US sports officials."
481,"The Cube in Corby, which has cost £48m, now has its fourth floor office space completed and available for rent.
The rest of the building includes Corby Borough Council offices, a library, theatre and register office.
Tom Beattie, the council's Labour leader, said: ""There was a cost over-run, but we held our hands up and accepted responsibility.""
The Cube opened in November 2010, but it had issues, which included a leaking roof.
Building inspectors said the helical staircase was ""dangerous, like a helter skelter""  and it was described by the then Conservative opposition leader David Sims as a ""poorly managed, waste of taxpayers' money"".
Work to bring it up to scratch has now been completed, the council said.
Mr Beattie said: ""We know it's taken a while, but we've got a building which is functional, people have got used to it and it makes a statement about Corby's ambition.
""As you see the developments taking place around the town centre, I don't think any of that would have happened without this building being here - it's acted as a magnet to attract further business.""
Rob McKellar, current Conservative opposition leader, said: ""The Cube is a building Corby can be proud of and it represents Corby's ambitions.
""It was controversial and there are multi-million pound overspends.
""The public did punish the Labour administration at the ballot box in May and Labour has apologised, but now it's time to look to the future and Corby's is certainly a bright one.""
Earlier this year, council officer Steven Redfern, reached an out-of-court settlement after launching a £1m damages claim after he turned whistle-blower over the spiralling costs of the project.","Work to finish off a public building, which went £13m over budget, has been completed five years after it opened."
